algorithm,time_elapsed,coverage_type,category,mean,std,min,max,sample_size
collaborative,60,branch,large,87.86267913845788,16.20405477966076,0,100,125
collaborative,62,branch,global,87.70056182335817,16.333860023669924,0,100,126
collaborative,62,branch,small,60,0,60,60,1
collaborative,62,branch,large,87.92216631794504,16.209307992149665,0,100,125
collaborative,64,branch,global,87.70056182335819,16.333860023669924,0,100,126
collaborative,64,branch,small,60,0,60,60,1
collaborative,64,branch,large,87.92216631794506,16.20930799214967,0,100,125
collaborative,66,branch,global,87.70761649707953,16.325443542010802,0,100,126
collaborative,66,branch,small,60,0,60,60,1
collaborative,66,branch,large,87.92927742905619,16.20066165419704,0,100,125
collaborative,68,branch,global,87.70761649707953,16.325443542010802,0,100,126
collaborative,68,branch,small,60,0,60,60,1
collaborative,68,branch,large,87.92927742905617,16.20066165419704,0,100,125
collaborative,70,branch,global,87.81721589239325,16.278168339503395,0,100,126
collaborative,70,branch,small,60,0,60,60,1
collaborative,70,branch,large,88.03975361953239,16.151120443024755,0,100,125
collaborative,72,branch,global,87.82653847485408,16.26936456123757,0,100,126
collaborative,72,branch,small,60,0,60,60,1
collaborative,72,branch,large,88.04915078265292,16.14204679787355,0,100,125
collaborative,74,branch,global,87.85488314605593,16.28742749381022,0,100,126
collaborative,74,branch,small,60,0,60,60,1
collaborative,74,branch,large,88.07772221122437,16.160003816566565,0,100,125
collaborative,76,branch,global,87.8548831460559,16.28742749381022,0,100,126
collaborative,76,branch,small,60,0,60,60,1
collaborative,76,branch,large,88.07772221122434,16.160003816566565,0,100,125
collaborative,78,branch,global,87.98715827833105,16.227500072728425,0,100,126
collaborative,78,branch,small,60,0,60,60,1
collaborative,78,branch,large,88.21105554455771,16.09726791929269,0,100,125
collaborative,80,branch,global,87.98715827833102,16.22750007272842,0,100,126
collaborative,80,branch,small,60,0,60,60,1
collaborative,80,branch,large,88.2110555445577,16.097267919292687,0,100,125
collaborative,82,branch,global,87.98715827833102,16.22750007272842,0,100,126
collaborative,82,branch,small,60,0,60,60,1
collaborative,82,branch,large,88.21105554455768,16.0972679192927,0,100,125
collaborative,84,branch,global,87.98715827833104,16.227500072728425,0,100,126
collaborative,84,branch,small,60,0,60,60,1
collaborative,84,branch,large,88.2110555445577,16.097267919292683,0,100,125
collaborative,86,branch,global,88.01550294953286,16.220384599953686,0,100,126
collaborative,86,branch,small,60,0,60,60,1
collaborative,86,branch,large,88.23962697312912,16.08963967156825,0,100,125
collaborative,88,branch,global,88.01550294953286,16.220384599953682,0,100,126
collaborative,88,branch,small,60,0,60,60,1
collaborative,88,branch,large,88.23962697312912,16.08963967156825,0,100,125
collaborative,90,branch,global,88.09486802889793,16.205428920357562,0,100,126
collaborative,90,branch,small,60,0,60,60,1
collaborative,90,branch,large,88.31962697312912,16.073324623275735,0,100,125
collaborative,92,branch,global,88.09486802889789,16.205428920357562,0,100,126
collaborative,92,branch,small,60,0,60,60,1
collaborative,92,branch,large,88.31962697312909,16.07332462327573,0,100,125
collaborative,94,branch,global,88.09486802889792,16.205428920357562,0,100,126
collaborative,94,branch,small,60,0,60,60,1
collaborative,94,branch,large,88.31962697312912,16.073324623275735,0,100,125
collaborative,96,branch,global,88.1498766776566,16.182424445181006,0,100,126
collaborative,96,branch,small,60,0,60,60,1
collaborative,96,branch,large,88.37507569107784,16.04916785257104,0,100,125
collaborative,98,branch,global,88.1498766776566,16.18242444518101,0,100,126
collaborative,98,branch,small,60,0,60,60,1
collaborative,98,branch,large,88.37507569107784,16.049167852571046,0,100,125
collaborative,100,branch,global,88.24318473531281,16.15258156573422,0,100,127
collaborative,100,branch,small,80,20,60,100,2
collaborative,100,branch,large,88.37507569107783,16.04916785257103,0,100,125
collaborative,102,branch,global,88.24318473531282,16.152581565734216,0,100,127
collaborative,102,branch,small,80,20,60,100,2
collaborative,102,branch,large,88.37507569107783,16.049167852571028,0,100,125
collaborative,104,branch,global,88.31993295428545,16.140204481547123,0,100,127
collaborative,104,branch,small,80,20,60,100,2
collaborative,104,branch,large,88.45305188155402,16.03586725808227,0,100,125
collaborative,106,branch,global,88.31993295428549,16.14020448154713,0,100,127
collaborative,106,branch,small,80,20,60,100,2
collaborative,106,branch,large,88.45305188155406,16.035867258082252,0,100,125
collaborative,108,branch,global,88.31993295428548,16.14020448154713,0,100,127
collaborative,108,branch,small,80,20,60,100,2
collaborative,108,branch,large,88.45305188155405,16.035867258082256,0,100,125
collaborative,110,branch,global,88.3957568096369,16.097404170419455,0,100,127
collaborative,110,branch,small,80,20,60,100,2
collaborative,110,branch,large,88.53008891859106,15.991453308822495,0,100,125
collaborative,112,branch,global,88.47449696711718,16.080592531418937,0,100,127
collaborative,112,branch,small,80,20,60,100,2
collaborative,112,branch,large,88.61008891859105,15.973583339416225,0,100,125
collaborative,114,branch,global,88.51028794779009,16.080912968513015,0,100,127
collaborative,114,branch,small,80,20,60,100,2
collaborative,114,branch,large,88.64645255495472,15.973601762776953,0,100,125
collaborative,116,branch,global,88.51028794779005,16.080912968513008,0,100,127
collaborative,116,branch,small,80,20,60,100,2
